% Filename : LM_Channel_2000_vel_fluc_prof.dat 
% 
% Description : Variance and covariance of velocity components 
% 
% Total number of data points  : 384
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 4096 
%  Grid (wall-normal)      ny = 768 
%  Grid (spanwise)         nz = 3072 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 2.30000e-05 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 4.58794e-02 
%  Re_tau              Re_tau = 1994.756 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 7/21/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      u'u'    : Variance of u 
%      v'v'    : Variance of v 
%      w'w'    : Variance of w 
%      u'v'    : Covariance of u and v 
%      u'w'    : Covariance of u and w 
%      v'w'    : Covariance of v and w 
%       k      : Turbulent kinetic energy, k = 0.5*(u'u' + v'v' + w'w')
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_2000_vel_fluc_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** u'w' and v'w' should be zero due to (statistical) symmetries in the flow. 
%     These are reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                    u'u'                     v'v'                     w'w'                     u'v'                     u'w'                     v'w'                       k            
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    1.835759083069221e-34   -0.000000000000000e+00    3.147916573873454e-34    0.000000000000000e+00   -3.186098670156186e-36    0.000000000000000e+00    2.491837828471337e-34
    1.217311652923492e-06    2.428240184538776e-03    1.102623708500639e-06    6.103634818028283e-15    4.922082632984095e-07   -1.525932999220447e-11    3.435790557915337e-10   -4.940950858299353e-15    7.974159889513418e-07
    6.086537518545931e-06    1.214115953933537e-02    2.755853126213219e-05    3.802941497507657e-12    1.227539732737579e-05   -1.909377764792869e-09    8.598458061369693e-09   -6.189645795409926e-13    1.991696619622474e-05
    1.704221791976046e-05    3.399507290269083e-02    2.159370200458166e-04    2.321251044048485e-10    9.571659644372876e-05   -4.201143911923691e-08    6.757046233247264e-08   -1.365309616774351e-11    1.558269243073249e-04
    3.651878945154508e-05    7.284608820098583e-02    9.905814916025863e-04    4.834113562422494e-09    4.352951774346481e-04   -4.150592049205752e-07    3.115641406081155e-07   -1.354510414447364e-10    7.129407515753984e-04
    6.695054349292739e-05    1.335500236901577e-01    3.324593183042168e-03    5.356674623890733e-08    1.441287435026594e-03   -2.573580648528866e-06    1.053949416255323e-06   -8.446471869384042e-10    2.382967092407500e-03
    1.107715847206148e-04    2.209623252004996e-01    9.083081461440570e-03    3.904510186719539e-07    3.861761865596018e-03   -1.175845273076402e-05    2.911563738668383e-06   -3.883923434055195e-09    6.472616889027630e-03
    1.704157896263991e-04    3.399379833889890e-01    2.144450099811426e-02    2.106628516994868e-06    8.879286085415846e-03   -4.330240822571928e-05    6.975001946210568e-06   -1.438589826567062e-08    1.516294685602355e-02
    2.470994533848581e-04    4.929032108135004e-01    4.495355231901529e-02    8.875385937488031e-06    1.799329919628759e-02   -1.338074861278714e-04    1.488686534858353e-05   -4.460554583620362e-08    3.147786345062019e-02
    3.408212691252688e-04    6.798554005853233e-01    8.523879548013261e-02    3.030444503597947e-05    3.274318867058773e-02   -3.563765352684537e-04    2.882458763746130e-05   -1.187614365945315e-07    5.900614429787816e-02
    4.515796396062921e-04    9.007913665971081e-01    1.490886116716434e-01    8.723708576402646e-05    5.458243978715926e-02   -8.415342282322857e-04    5.160976225298672e-05   -2.791197143800831e-07    1.018791442722833e-01
