% Filename : LM_Channel_1000_RSTE_k_prof.dat 
% 
% Description : Terms in Reynolds stress transport equation for turbulent kinetic energy, k = 0.5*(u'u' + v'v' + w'w')
% 
% Total number of data points  : 256
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 2304 
%  Grid (wall-normal)      ny = 512 
%  Grid (spanwise)         nz = 2048 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 5.00000e-05 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 5.00256e-02 
%  Re_tau              Re_tau = 1000.512 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: (Half of sum of i=j=1, i=j=2 and i=j=3)
% 
%    y/delta              : Grid point in wall-normal direction, Normalized by channel half width 
%    y^+                  : Grid point in wall-normal direction 
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_1000_RSTE_k_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** Analytic values of Pressure_Strain are zero everywhere. These are reported here only for completeness of data with other quantities. 
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                   Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    1.765213753434445e-13    2.517126820873342e-01    0.000000000000000e+00   -7.130292330356336e-15    2.517127002020434e-01   -1.811453981259703e-08
    2.764315143122253e-06    2.765729439839074e-03    2.162828662836794e-11    4.005772818536923e-11    2.515200418075000e-01    0.000000000000000e+00    6.410613622693754e-05    2.515842666795908e-01   -1.186741778735900e-07
    1.382146873540879e-05    1.382854016425900e-02    2.706393877487269e-09    5.021713429584652e-09    2.507543632667389e-01    0.000000000000000e+00    3.190930034576765e-04    2.510739147849144e-01   -4.507866104841440e-07
    3.869966314673512e-05    3.871946291763557e-02    5.955240586435458e-08    1.102926669146833e-07    2.490595853743328e-01    0.000000000000000e+00    8.844720222147264e-04    2.499449115225104e-01   -6.842808901452724e-07
    8.292656586705860e-05    8.296899329076779e-02    5.884416107978383e-07    1.086445151784003e-06    2.461374287982615e-01    0.000000000000000e+00    1.861530521445545e-03    2.480009525328382e-01   -3.183263684869431e-07
    1.520290955829839e-04    1.521068776879944e-01    3.649445191485285e-06    6.708089423092135e-06    2.417866294249224e-01    0.000000000000000e+00    3.318259500014605e-03    2.451149370118550e-01    3.094476965503912e-07
    2.515332082846378e-04    2.516618993246350e-01    1.667876579278295e-05    3.048063586179500e-05    2.359356971727628e-01    0.000000000000000e+00    5.272519543720016e-03    2.412551231460718e-01    2.529720656008205e-07
    3.869636834078483e-04    3.871616642597545e-01    6.144015984257718e-05    1.114813735004839e-04    2.286475290258067e-01    0.000000000000000e+00    7.677169719031912e-03    2.364981845745036e-01   -5.642963219476549e-07
    5.610795948808311e-04    5.613666580367414e-01    1.898804987593778e-04    3.414693880788334e-04    2.201905090186233e-01    0.000000000000000e+00    1.037259340738031e-02    2.310961140326536e-01   -1.661719811751894e-06
    7.738742043458258e-04    7.742701388503129e-01    5.055657551395094e-04    8.983351077241429e-04    2.108361210491109e-01    0.000000000000000e+00    1.312758969958229e-02    2.253707643240050e-01   -3.152712448190043e-06
    1.025339276563786e-03    1.025863867248057e+00    1.192416970455692e-03    2.081586259608840e-03    2.005356506652618e-01    0.000000000000000e+00    1.572262615700637e-02    2.195376601092719e-01   -5.380056939147115e-06
    1.315465079733014e-03    1.316138106449228e+00    2.546423626780847e-03    4.325165852697587e-03    1.888075747968053e-01    0.000000000000000e+00    1.797366328981220e-02    2.136614097464961e-01   -8.582180400174000e-06
    1.644240385865192e-03    1.645081622720975e+00    5.002557679455255e-03    8.148268808226783e-03    1.747310097352986e-01    0.000000000000000e+00    1.974928448832010e-02    2.076440537770156e-01   -1.293306571495401e-05
    2.011652471220593e-03    2.012681685813766e+00    9.142832186406737e-03    1.400327466175749e-02    1.571208447652212e-01    0.000000000000000e+00    2.097853858420669e-02    2.012639979025309e-01   -1.850770493871945e-05
    2.417687116800127e-03    2.418924069453697e+00    1.566682595468199e-02    2.201956428406497e-02    1.349146943600416e-01    0.000000000000000e+00    2.164877997095605e-02    1.942750574447691e-01   -2.519287502450451e-05
    2.862328608895792e-03    2.863793051893218e+00    2.530777238284564e-02    3.172357204472586e-02    1.076870544270513e-01    0.000000000000000e+00    2.179483408495334e-02    1.865457988535392e-01   -3.256591396305630e-05
    3.345559739698523e-03    3.347271416519292e+00    3.869024007420056e-02    4.188852756389716e-02    7.608187147653585e-02    0.000000000000000e+00    2.148251360054928e-02    1.781829837076566e-01   -3.983099247370503e-05
    3.867361807964542e-03    3.869340452520091e+00    5.614941143251453e-02    5.065651559842671e-02    4.192976785783281e-02    0.000000000000000e+00    2.079048446558480e-02    1.695720945885691e-01   -4.591523421029753e-05
    4.427714619738898e-03    4.429979955608904e+00    7.755841388276730e-02    5.595646127383905e-02    7.942401775712711e-03    0.000000000000000e+00    1.979451299915614e-02    1.613015541586183e-01   -4.976422714311757e-05
    5.026596489136725e-03    5.029168228805792e+00    1.022241967601651e-01    5.608202654646775e-02   -2.291717069125925e-02    0.000000000000000e+00    1.855719597026200e-02    1.539969887861663e-01   -5.074020053066897e-05
    5.663984239183018e-03    5.666882083277795e+00    1.289017569654277e-01    5.020068509216558e-02   -4.813879023438128e-02    0.000000000000000e+00    1.712461415337326e-02    1.481372497799472e-01   -4.898380336190722e-05
    6.339853202709356e-03    6.343096839236119e+00    1.559410558813793e-01    3.859676433027789e-02   -6.618531260531511e-02    0.000000000000000e+00    1.552939879572192e-02    1.439275184939437e-01   -4.561209187964321e-05
